,account,token_account,quantity,percetange,value
378,HinADcHorciFUPW5rRjL81bdTxjmPa6vNSaUuHXMhvrm,FE5x6Xx9bnPQNeqKaWMdsvAvpg9DEAqhA6FtgfQhrWMx,"13,124.005166",0.001312%,"$13,407.26"
379,EbBcxUcBLYKY6uW133av4Bs2AkvUH9QRfUeFDjh87xBL,BqchPD42dCPkqtzuggELBBEMXKqN6o2jrugMsfMpUk59,"13,036.935115",0.001303%,"$13,318.31"
380,7P3mfzP9nC4sz2ek2yf2zeRsawMwYe7LeAYYysoRhUkM,FuV2GcdiJWRn2KTb5LU89wqCco9Y2iGE7bPLUfZgqE4o,"12,960.656815",0.001296%,"$13,240.39"
381,9DkhwQuoojCo8st9jB2oR9NpVZWYozS3SgSbSRoYfrKc,HYx9PtkSqNnZt79yFYB9ieqPumKRQ7z9tcZJHLyaStFL,"12,937.54355",0.001293%,"$13,216.77"
382,36nYifZsgNTJ8uhc4T8ZYRSyqFvGw2FpjGwgBf9bbzvh,EEvikbNZ8jUJAz6x7wcTXNmbS1bJ2yuSzmnrPJpsph1H,"12,937.54355",0.001293%,"$13,216.77"
383,37NaQDusi5dnMxzVFC7sni8pE4evFGk3RgoLa2nBbGyV,8b82eoP8RBKNetuHJTgznbP5kHCzPvMJbB4QBWQtvuwx,"12,933.194582",0.001293%,"$13,212.33"
384,3L4rtfTw6BNmBNB5GmXcijyRFvSB3WSns2zmUh9VaKWH,8zrtaY2sYTvEQYVVChme9qjp7Fxddyh2Kqt3gjASyP3P,"12,910.725069",0.001291%,"$13,189.38"
385,4pWzF5QMFkRCLcVnbj7bYmyPNVCedrbmWryMsi2K7jdn,EYsShjRNxVCK6youXaTJEkX99WDxPRzkzxV9JUZPYo3M,"12,857.611302",0.001285%,"$13,135.12"
386,AyZzcB8sTT8DWku6gRuerdQ31dDCnSozSUmJpj5QYSvn,4BTYxnguffwc7MaGh1axD9nCYRa5Hbnhhtvo1HSA1tHn,"12,852.771895",0.001285%,"$13,130.17"
387,6MZK7gkkA5JBaYsBfc8jv5XeoBJYDzYKBSXfr3GTQQkH,DZzsAD5e7ziboQbErBMS1iMw6LfJk9oKsn8mhYeoXA27,"12,813.22741",0.001281%,"$13,089.77"
388,Cj5K1GnpZTDpUDY2thzwML4TuNvXbsQrutkQzz8Narej,EDJgNYm8v83iToLUbrZfrP2izozckGMqaZjsX6gzNhRW,"12,799.889863",0.001279%,"$13,076.15"
389,337sxUwQToEkviieAjPS2oNS1RJsWuPewP76x7oWdsVe,5Y5DZ9hBkT7w6XfRq3pcqTw9xMq1dUSh8qkeVxvTu8kp,"12,783.743193",0.001278%,"$13,059.65"
390,GSMhmutjrMdaAMfe5Tmwzg7WVxaC4VPD1MHhUwe8uxnb,7KFpKzgqjmAn1Gk8Y5x5eu9hCx5LMqd2A2rahYLuPQ8D,"12,600.470904",0.00126%,"$12,872.43"
391,J2wtUSzf9QBUY8u3DExHyJwQ4gKgG9dSsgKPyTzZphh,Eg9nD5FKJkhVT9N2rvB6WJCBWrKknaD7pZV3UCTRnyp4,"12,488.529372",0.001248%,"$12,758.07"
392,7kJjCzUcVcVU4drt1Zv7oNSdUHCtDj2YTQLkR2hshDkw,919Btr8f1xoCoEeRqh3qpSouRdEZciTvRrWGqRRunQfv,"12,487.496018",0.001248%,"$12,757.01"
393,D3ubritRkvzh2XtFwTYzDcTXhymSjGPaWtK4vyLDtPY6,6zF54vP4VQ9faT5MhEahe5xdGWcYNu58mWQ24rgx4oC8,"12,464.121873",0.001246%,"$12,733.13"
394,FqTcpfS6ZZTvjfmHtqHWBYD2W9F7hhhHG7ccZ9oUSZUk,njUEnnKweLBuztRaXXNj8KENxhYWvPJ13eKPs7SmPKQ,"12,363.580321",0.001236%,"$12,630.42"
395,6vCVsW6gns2p6QVRKDgeKp9zvxp2GL2CfzvkXv8p7epa,J7avzbxd1nEowJNH1QdZr1sphAUpFRGRrftKuZVUCVkt,"12,334.261688",0.001233%,"$12,600.47"
396,4mwznurL8dJMiZcUF96a4vDf4ixdpAnovVfpumZWDtk1,spjps7w53y6zpRLfbaQ2SRPi4tDm9ew48PgwTnLYYpw,"12,303.25438",0.00123%,"$12,568.79"
397,GxYSGA43xKoLspABawpFbx9dQWf6UsTLNmX4UovA4KFY,5diAtufJbDR516bEoWW6TYiTE254Xu2RM421CZFVYBxu,"12,214.95423",0.001221%,"$12,478.59"
398,86LqoJY82QCKCLsQk5u1qV1bWiJm3Ux94qRJMEFfEiQB,6LqYg5HMK1E92NbQ8fWxHXxineQuq38t4UJnvYHqTM52,"12,180.826666",0.001218%,"$12,443.72"
399,Buka59qaJB9gD1477MNMsn15n7Cuqh26dZjwGGGDCu5N,3caX4qYMyum2oWKj3aTWPpJ9CenQhquV3ZGa4fLaesV2,"12,177.929201",0.001217%,"$12,440.76"
400,55Bk2nxEzrawiL1g3Cp1A4XFAHSf8nx1brEBiyBF3bfM,4N6k3Pkpmo2dgwdZ3LpGxrgiY1rX1oy37Q4qjzZuMjDJ,"12,149.299633",0.001214%,"$12,411.52"
401,AUtLsW4FKader8RrHUycm1wFAfES5vQiSsgDwkPSdxhX,GQApNqScCD5zjnQHrUjSLL9ir33Sn4civYyvSsmy4Arr,"12,144.009652",0.001214%,"$12,406.11"
402,CgYnvYiJKXrvvJcaGPg5yS9ER4HUv2B83X321JkoGvs7,6Jjo7CW7ys9M1UyVwgWZNTffgjhDt5AH8n9XSZDxvAzH,"12,135.558797",0.001213%,"$12,397.48"
403,GAK4XduufJxQjxduF46VhTYYWMWjbVGdkvPCoKCk2cS6,Erx4TcPQWA63ZMBA7jwpHZ3rU8gX32yz98cXBhtYPynB,"12,115.799549",0.001211%,"$12,377.29"
404,BZq8cZg1pGnT3iXakrkxsWRxJjWvaRjTNi3W2v4e6Jdm,AgJXHsBkEwrVSykyWu3v4v8mj9oxGtLtXGprZ3t5WzSy,"12,012.477981",0.001201%,"$12,271.74"
405,Dc5vpGbasA7uaKYnmLvPbMm3kaD5nhtVPWNwhCYZoFet,5FgPR4n1QJnNa7f4hEDz49SB8Chp3XGAnBWPFXhHAQ6S,"12,000.720913",0.0012%,"$12,259.73"
406,Dd4yHkx7HpvwibKrFzwaLkDUqPpGpkHUbPoxMcK4Zp3P,8NRjpRgaySwrtsUA21Y49RoPFF3ttWjt9dD1pWZTm6Le,"11,839.502502",0.001183%,"$12,095.03"
407,BqQYUeLsABXf685SdEP7qdYAv2fZQoz1Qtf8uhsrnKtG,2xQcWRfsHYVrW5udymUR26jVWbjdma1QKmXYC2Jq4y7z,"11,758.718707",0.001175%,"$12,012.51"
408,4gR8aAghfDMMt3YkrxqxFAc4fX2We9MKKpJBo9bW553J,6U8VUCrPijG8rkREouzXBvAxVwmNuWFuzNvewuv7zgLN,"11,687.148328",0.001168%,"$11,939.39"
409,CmLV9uBmkDpxrkUxxGtSENLtboQ2hWehE2w65aH9bB98,8b17QVr3LAvBkKchnTHx7dYQeJrCfg1iBZZNBF2tGFvc,"11,680.894547",0.001168%,"$11,933"
410,8tSntUTBNvTtaRgr51kazsUWU8fDPDxL1p9M3g3S8XE,6ZXzDwN33XotdBkbNjPe3ny3kLeBLEThd4ULVC4kPK1k,"11,629.079417",0.001162%,"$11,880.07"
411,2fYbugDBpdPskJRzT7x4TYapkYTLWRGYyPFc9QYMjf9W,97fZrggN74Yof3rEtodzm2ALPsQiFiSeizmKA4GFXjWN,"11,629.079416",0.001162%,"$11,880.07"
412,25yG75FJdvptjZrKcqgTXjJo4fyedzvknd6knB3frCPN,52GDKxvHrbNnKTiEqsdWBw2E4inCHbDo3zDex3WppqXx,"11,574.377149",0.001157%,"$11,824.19"
413,akgSyoqae5tWyiuAxZJv5VKzthtHruUkQxgSuPmhWRa,Dt5CaaWo6YYH9MQwJrAPNMRmzxqJDaDyiGpcVJY6kh8o,"11,529.042077",0.001152%,"$11,777.87"
414,12NCtiAk5hoP9K5nN9a7dnfuiiRWFuywjbsxaCtmMT6M,A595Q1PkMmQbDJNqBnQWM7JwUxbdxB9jGnozQ1n6mQ91,"11,518.205263",0.001151%,"$11,766.8"
415,FRNdaz2PCFtJZSCe9paqXN6aNRxBorLKGnWySvnZk3U2,7zS2HvpaEznhj6DrqH8HVjeD6iYTxdgb9GQZfserzWGq,"11,487.609926",0.001148%,"$11,735.55"
416,Abo4HL14LpQbUUBowZhjD4gHDh5K1srGjjorf4a7h66u,2FdzDsF86HnbL7x5HGvS9GFYspvzv2SwLzV9zT57Fhej,"11,427.067209",0.001142%,"$11,673.7"
417,2Yda1NiL7zqjfCzL4amUYssFaB55KNDQMGtDnXrEaucG,8BpXibRocMQEuFtTFtwFLZGcvyRScck9R71gkZfrhhQn,"11,384.609101",0.001138%,"$11,630.32"
418,BH3x3erpzrCVMe4sQZnCuq7jorcsvM2p1zBBvK12ExjA,JAmM9odPEuVL6GeY4nt8ptehzPJfzjhovwRRrkvAVm1M,"11,376.520458",0.001137%,"$11,622.06"
419,E2uV5eMtcSezjgFiEZFJAvksGv37yvjGDLnxJDBZeCVt,2XLrVKwiQccDinbKGquUTFQHedycoAf9rUwxkHBouzp7,"11,373.126349",0.001137%,"$11,618.59"
420,6bShXs6Lpi47mxZ6u6MRabfoKVh2i2E4xBemuhyc58U4,3aMcvN11N78ag9fVJaAbTHkPfxztowmj1vFQsLwQ91pf,"11,357.082631",0.001135%,"$11,602.2"
421,2MkiJpUay7MNe3JV6XgLjNa14973tjeeYNPsRQHbWVHW,5SWdxYPg1HDUKCpPEBBToK3tqkrdbj4yFTUQXtb14ckD,"11,342.531545",0.001134%,"$11,587.34"
422,CjeBRyWfpjGo9KSo2erb2hihGiYordjnt876BK5QgoWb,Gkm72Zutz5CjBJ2duhqH5UczK3KMgewCUD7qN7tUSKq7,"11,337.859091",0.001133%,"$11,582.56"
423,6TVnh8Mk5dAY2j6jQefGB2fPidfJCgSryLi4vCX8V6ot,FV9m3o9aufTurstf96jy8rmdtuoy9ewcVDUG6Y1FNMLw,"11,247.585518",0.001124%,"$11,490.34"
424,Faitoy2udch5ghgudWLatRmfqshCLTGHXNzyq6c4BseW,4xd6wa7WaVAKH6USTS9aqbdBMXh5wZJLkz8v3cG4Ax2v,"11,207.52293",0.00112%,"$11,449.41"
425,57PG34GV2BDUxzqvynjWVqGHEECWVp6wfRDBpdauFsH5,6gkavcm3gZjmZwHP6YQvTsqbWF72SMS5ooC5sdK6Kwp4,"11,129.934317",0.001112%,"$11,370.15"
426,FHKtqFpmnaNqy61vHi9vtZvdkUsEF9mM1BjLeiUHCm2k,9Q13jwLHzgATkro2Z1uVmShJ2gcLuvA9USZBWyzpTs9K,"11,073.802596",0.001107%,"$11,312.81"
427,3vx6JU2xbbAC79gZ9gTTULaKMPqnpysheUB7x3YiWa1y,GP3Mkr2cWDDz5fBQ4Er8X4F8Ew2nQpm4sEpHD5B5LwrA,"11,055.414215",0.001105%,"$11,294.02"
428,8njZNrNgH5hGQYqzWCUPowmDMoZqQXvbz63sg59SRB9x,8akNwkEe8xgmxLFkapXMvHDss5TQsRQt6hkU74KE68gm,"11,037.995892",0.001103%,"$11,276.23"
429,BoBoC42qBh59V98zzebGVY2YAKNJXNdU3WHWTHWKbsPY,PjTyLi9xVYt2DpBuHL86tf1Jz8eWVTHXsbt4D31mXzZ,"11,029.039639",0.001102%,"$11,267.08"
430,EgMDEv4bnqFxnN4E2jJFHMqAqoz8MhpphWLjay2UgyFa,3mLU4hp8F7M66Vt8cGc1Red8XfAe2GE3GPRUeq48ugoC,"11,028.728266",0.001102%,"$11,266.76"
431,CUWg2avX8ehXkuvff4DZqRBXaYXaf8MWcg8dNXn6ZWut,Awv4XSwxFvRPc9up6cxTLRakcCJftscwfFe9gEaUx8G2,"11,023.072755",0.001102%,"$11,260.98"
432,GZZ8WePhKCrJLhXXvRD21rp79pFiaJeGykVsyeKAYe9W,DyKQPm8kGQahwT5dWoWQwHRtMAysCZvcWumrYkeZafEC,"11,017.308862",0.001101%,"$11,255.09"
433,BQmWXhdseeEBo6LtMCcg8QT95ctMgLVH6qBVFUieDPBu,BrS54onoBSTeGHcNzgmaXi9FvWsUbYiSH5g9PgQAZABV,"10,995.265026",0.001099%,"$11,232.57"
434,2ikhHDN5gGZTMBzwZSLWYMKR129h93nLSGYtMS8Vy6FN,Abv6TCU53rsfMNTDcmJTnoVYo1euAYMr1Rdxkr5aYnd7,"10,990.794236",0.001099%,"$11,228.01"
435,D2F2RWNbTrNYCFBuYjngDHe6kaUkkp8X5QhCJTyzRkzM,2yXimm8ggHQNSDMXSUwXwUmfQtib8SiXeruwss3SUwC4,"10,969.425697",0.001096%,"$11,206.18"
436,FPqt3qc6qgWY5GPoFVEDBVRqoCzj9xCkzBZkVQCdgE2b,2ZUHBfMy8YtML1VdcJpVwkPBYhW6hgUoiNoUqGkwzGh1,"10,930.582904",0.001093%,"$11,166.5"
437,DCjuurii8ETSbVvuDKxcAx9oqi8FE1A344iw7z9YLjbi,2JmjEgjdkfp93afTExsGWHzNaLg8uhXZKYmVpoaEcXVs,"10,928.114142",0.001092%,"$11,163.97"
438,F9DDYSWTQN5M3GoDe78NH8fH5CUndEet3zQinFN7srBN,Gt94R7nkvioY3xQ5qZxjRE7m7V1KkFmimXZd5cffhkCs,"10,890.285019",0.001089%,"$11,125.33"
439,FyqFX6BZZ4DKPFmQmYihdTkX87dSCK2PFYnymfoSpXQ7,Hnjznm6Ujwe9oqhbfU4QV5itM2Tu6Kd74ZS3TuB7Jyu3,"10,791.750013",0.001079%,"$11,024.67"
440,CSdk5CnQHJA8kPXGkxTkU5wLFw1cYAj6ZTjdsi7adbhb,91ff3xd8wTUJS9tBtGpfeJcX5H4bWkd3asth4TwfxSHo,"10,746.281567",0.001074%,"$10,978.22"
441,BXESdACtawSzbHLthUfPviLwRaDGUigLwCgTpUPw9pw9,R6jPFfTQ8inLC5GKndqyfre496J2mgNt3qvuAXZEnb2,"10,728.820211",0.001072%,"$10,960.38"
442,Ab8wWV6TT3gpeFakj1tcU8XJeZzj484QACkHB3PcbTrv,HgQvS7oYZTRkK6dPmULb4XAngBSBZVVd3qXQYTBVrdEa,"10,726.796456",0.001072%,"$10,958.31"
443,CuMcDTAuHuyn33YjzE2HXUdioWYTYzT1z9YGocK85E2o,HwEyjexuB2nvBAxpEzAm6r7cKkaNoyvRuHezZivJo4Yx,"10,666.921169",0.001066%,"$10,897.14"
444,9Km3p6Rx5Aaxhph7UQqoHiem3PshzUASBZMvP54enmfN,5S8PBd1SAsmhkQx64E1iHsGWrnqLLREHzSqMeVs45V13,"10,658.374489",0.001065%,"$10,888.41"
445,D9w7Vn21Zvs28KdHTDcZdPTme4FbZkeMa49vzepAiFK3,HEFPgHqqAeRxy51xkeUkYh4NTyhxJ8uzZHuXJqUcC4ux,"10,599.291239",0.001059%,"$10,828.05"
446,Bi4QdPosy1RsZSg6M2d4vCR6XAqWTjphR6gNM49Se53X,J2zR213XRqSDNpB2tb3pFMmJdrsv64Um1ySuRWPgPHKT,"10,585.151758",0.001058%,"$10,813.61"
447,fBzimCjvhZzUdRybQXtDJw4RYGnENK5wmnBzMsM9yh5,67Hv5mZDNpsJv2g8RrUjEB9XDSBTwMcCBMcRCDB7JafR,"10,574.962052",0.001057%,"$10,803.2"
448,4TGuSNs9tDcJjMU7rBMLKKjjCQxAg2vAQwwrgyZk6QDF,3K9cEYNuksgGGqbG74gSkgHoDykw8rf6aGeFvBRm98qm,"10,574.103767",0.001057%,"$10,802.32"
449,JQCdzkb9w6DEhG1jPqf1AVDLdGwRmyugMnxNxzBgNVk,7UQ73f8ptbn9bJojje99j82PFTBAgmGmnTt5F2Kgq2Xc,"10,558.877668",0.001055%,"$10,786.77"
450,6HxsQAATYKVpAEVqhVKLFjz2yVQsPPpFXcQEK7Pov3x2,3BKVxZjL57Ten3gFBntdVwx5fe8qXHP9RqkZpnsM1GGt,"10,547.45144",0.001054%,"$10,775.09"
451,BieeZkdnBAgNYknzo3RH2vku7FcPkFZMZmRJANh2TpW,2kUJkTJ69MfpS5w7zoyHYysXz1UgjLG1bUM3fAtENm1g,"10,516.280403",0.001051%,"$10,743.25"
452,Cbk7LWeaqwDTSXSvo7AJ1H3k937WMziEjCKKZuP41WAZ,8HNcVy9QnqcZTExiV5aycMmSoXNL77fkPwTopfLPgTnL,"10,500.096355",0.00105%,"$10,726.72"
453,DAoBjhZu2aECA3EFELcZihWUdLmrRjGhRqbL648ZtyVL,47621rVrik7iUgbdCLkE4eXwN5WLMHcsPU8Q452Kb9x5,"10,491.85283",0.001049%,"$10,718.3"
454,EjLJFLr2HRL9uEDnC5oAkZSCoGYRJ49xCnsgBNasRzF6,8EWSR9MZQdxorya6zXAokbh6su33cCRmZ3UWSoZj1Pd4,"10,477.727634",0.001047%,"$10,703.87"
455,CX8qHRkoyR9vLuLYVP4pG89MajVksN5ENYw4iPEysqL4,4Nmb6J2AviEkAKziCSRYN2Cxo1bDq2NQ5nihA46vh7mt,"10,450.912031",0.001045%,"$10,676.47"
456,8kr5t4zTYRqKaSHL8NnKopfNXuvEF6tZvq2cUSFTouTv,5wy9DgcBhike6gFAf8dxbw8FAGRs6754xtmxZqWCjjvd,"10,400.933817",0.00104%,"$10,625.41"
457,hPDxSTRXxjwuWvtbgZG6qRusiMFcr9o7cT7RfX9ZbdW,EoeftPgdxCwTzzH39EcCV5G2whPZoKXYUchPnqYU19tX,"10,397.228612",0.001039%,"$10,621.63"
458,751GSpak6yyYaLrCkG4ZkvnCfRiTW8mVuP24S6NCU6T2,14YtWMcED1XiLkpzTm7FM2aUAaowSJykvM6RgRtQ2Sr,"10,382.221511",0.001038%,"$10,606.3"
459,2YQngRz1oMFraYoci7bsEFr7JkcLBVAvoytbiq6MdXEQ,9mVJKjE4wLvGDPiAtVAQKryjtvMfSrSq2sfUKLEqK66V,"10,332.165971",0.001033%,"$10,555.16"
460,s9wQPAaC8qyov9qmKuWx1wVmTxPQVQYv7Wo6o8JvcAE,BgrsL41tUWE1eTcNPjJ5DvnJk12WYpPVBtXYMFnRVEVH,"10,312.977216",0.001031%,"$10,535.56"
461,27afKASctZH54kmTUpzpsLwk1q6HzcbuuQG3r5BT84Ye,3H8LY4ZFvrQYkCf2wGKeqds2m7FinyPHx5VKs79z4AFf,"10,246.700105",0.001024%,"$10,467.85"
462,5hbskVXcPA9rM6nj9zPBLkLtGKrTAHTxsJTXmX38boLr,B8ssZW5fh11RuYuhJLBwordfoVQuMJUBwJsnzvBjMBw7,"10,246.056922",0.001024%,"$10,467.2"
463,EVLmCB7xQihDeFcBXppfSM4TA6GyS5V21u7GfQZNpnfN,GU21xrJbqHrDCKdZMQ2cuVjwxyVoSfDW4DYwUf5d99eQ,"10,229.124401",0.001022%,"$10,449.9"
464,6bZTUHJuRKuzJbVcpVq4TQr11U842fewc2wA14eBt7bv,GiFwW4xZQ7GxF62NYZPbucYuxMkUf2ouRjr2yBVTukiK,"10,210.635669",0.001021%,"$10,431.01"
465,Bd7jkx1JKSPhm8UAth2CRrFbnnvgYS4Gsq95i8arM5tK,ByzYrR5sCHe96kxVAasHQU3mkFjmgkrwTktdqVt5v54k,"10,174.664936",0.001017%,"$10,394.26"
466,FG3e7QmfsunZFmmtcFsuxMR2pkD95tBeVrkfq4gqsE5X,HntJweQP5BXsHfCcGnjuuUnb6gwZi8ArBAkW8eZyQDmK,"10,119.057081",0.001011%,"$10,337.45"
467,J2PxwgzE5Ue7vuG9oBy29GcEhwJpikHTgqxjAH5ijdTz,EoQsCSY2WRzX64tQo8pddeacXKY6T21W8ffxN1esxYgc,"10,116.914672",0.001011%,"$10,335.27"
468,2hAmCf8Cb933n8pq4p3n544pLLKd9MYm64xmj7ptRPPD,2QCSXm4yNns5H8JXwjRVpRFewBMfDhXMhNkmRbMr3EGY,"10,111.661503",0.001011%,"$10,329.9"
469,Mc8joF4iq9Ac4EFM1Lpq7FMX6mSYFKkS5uc6syDuRuH,A2jjRrfKTsvF7DeGE6QkTwieEwbcBKQsYkmtegvpDSzc,"10,109.627074",0.00101%,"$10,327.82"
470,3mBC4w9AdE9RmJMuD96hYfcxW1jGiaZjPVcLqZANT73q,G4TgTQzpARhe3cQo6TUkgEtn9QvUkJmr1W16jGH99HvE,"10,092.478754",0.001009%,"$10,310.3"
471,EgLMjWzyf711i2QYamTi4eCoFmXYtUuHSTfLW9xtba5B,9hEnHyrE7zWisr7uXyBkss9tHxQ8yncYD6TjLoojjzCh,"10,068.976958",0.001006%,"$10,286.29"
472,A1W9vmMZHpspGXRBtTRnyDszHrXh9AEduaCQPJSfJneC,DeqW8VufYDdjCoxK38r9JoVQmoRDkWybECksGGTACE4o,"10,013.980239",0.001001%,"$10,230.11"
473,RAPExsc8iqq9mwQKyeDjCEAcVEZUjGQsEkpageDmdpf,9avFvW7aGr6GWM25maMUx94jyx2f2tk6xW2w4s9pgtan,"10,013.210781",0.001001%,"$10,229.32"
474,A4iTqzgqdn6BgxkEkdNcYrf3wiKgchLVDGv9d3mU6gcB,8ktUiVgj7vyLKY6csqKSwL4MbJuMtXi6oJikay5SqRZX,"10,005.291384",0.001%,"$10,221.23"
475,3mnKCmHuuivXXaVx84vfvSy6ct7Ji5FreFUyGQ1E8eqU,Fhn5nsyhGxXkXqi3QzDiZhJRE5aC7Rqqr4NxC6FCjzYY,"10,000.321232",0.001%,"$10,216.16"
476,Fk67Tao5J319w1A9zNBbYcf3MMLKvuYR7wkrpiSWNYf,8TEwWezE14rXs3CVX4DgBMkz4kKCy9keMhw4khw226h9,"9,998.891155",0.0009998%,"$10,214.69"
477,6ABSeT3MZuWXV5y1A3XF6PmRVonEKcsTEpkP38VoobTh,6Zf1qMheEyUqCzMfQ7RGAW6TSi5BCyFoYKhuKPqWraBi,"9,994.276054",0.0009994%,"$10,209.98"
478,A9TpTmwgzB8q7X9oQJaEhfPCZWofLNtYCG7cQWN9Hq51,Eqg3RSLmTCucbu8VAD8qZYGZ8XpSSwrCRP3pQWPvHw7e,"9,977.256183",0.0009977%,"$10,192.59"
479,EpPNu3NxjUXKsQbkyBGhAsW3KPtWwrpEJrqGZjpF3fm1,8WVQxzjKbEquPkefDnXShsfLJTFQ4fC1jvDRSVWzWrca,"9,947.322026",0.0009947%,"$10,162.01"
480,FTBNFvRDFU8AFFJf1L3aXfputbnq4d9u3SaqGPQSHgMU,EfNWDi5s72sK4WfiNVzuMJEyXkSsTimN2H7PmMbVsWau,"9,941.549149",0.0009941%,"$10,156.12"
481,DDs26NeKQGwzgUZKLeXtEawpDe35cFpQkLQxbNzGUY3p,HJH5VaCBCT3NR1ZK6VTaA76kLC1KkosDvFAQARkUGvKr,"9,926.848125",0.0009926%,"$10,141.1"
482,B1QLi499BaSPPavnw1ATH4hVxWGt86141dTdsjPpheNS,CHFiiRXZi5okzeqG6vkMs9oXugSYeoWxvWnK8YTVbH76,"9,898.602771",0.0009898%,"$10,112.24"
483,HGq18dtPTquwnjDhRK8TLoUERVVUoibP9TytkHaqENhb,3uvh8S2mFCStFL27sTRMVS2hXzbQfeMnhThUcFpUzRBZ,"9,802.303514",0.0009802%,"$10,013.86"
484,3awNgc1VEqLqZUD1rryhStdzUQKeF7WoS2xqbj5cBuqP,7diaYRgJx2bjptCS7vYF7oQ1DFPcr1jVCfAczR8YPQeP,"9,734.267097",0.0009734%,"$9,944.36"
485,LS63o2njaoaWnoNYjNLCH355w3mf8zqtqa7rdjfDeHJ,4kQwiKsTaU5UJ4PqnvEvvhaT4ofaCrjtp1eZ5RsiEU1h,"9,717.203842",0.0009717%,"$9,926.93"
486,3QQR2Hu8RVRKfjFB1yA7FF1oG9Jf9yTBJvGpKpFmxyNL,HZZ6qJiDNFytq1DU7PYdtaBMG3cUEmZfk42apdMVqqSR,"9,714.817233",0.0009714%,"$9,924.49"
487,He76JDBMgZfLeH65cLsP92ETKsQDMyjzNykQ6U4a28Lc,whgBqP7Fpwhbo1SPgEruwKRyfXLaBiF5MvAe6XYwpAJ,"9,711.059015",0.0009711%,"$9,920.65"
488,DS7Gm6JQnnbh4nSaPnu8iSHqHDF1Se7nxEYTFgkYdfL7,7VvwsXexHSNJ74yqR1EdPG2DJKYjdpJnaYV8ptVKqFez,"9,708.32931",0.0009708%,"$9,917.86"
489,FdaEC3DNRx7ibyGXm4ji7n2q6BYSv87uLyf2xYmpu9jG,3MGSWDPRwyB4Y243mBbN3G41Fa6BNrWAmSemCGuKsMB7,"9,699.398298",0.0009699%,"$9,908.74"
490,8VBmKHyEVoBKu7CkyQVYp5M2TC36MrK1zjZHdA5EsfGz,XHekcwNtgKAdAbamVzbBNVAdcGqHhro2Fw6yyP2ESuY,"9,663.441023",0.0009663%,"$9,872"
491,2LMWdzPgVcChMx96cbFCxba8E51t7QVGUhSwioeeqaKH,8AbQGLNhAxr6qU5gjqXAC7qFU1uLXLLzEe3C5c9GZGXQ,"9,601.144879",0.0009601%,"$9,808.36"
492,D9QHvpppMGugoskZYuHDp1rzro7bTaE6D3r7TfJUFaug,FKxV3wnF5SwPnYnG48oRmgH6zn1bxpkDL9bTUZuyXyTh,"9,574.813742",0.0009574%,"$9,781.46"
493,BdJYs6Vz5b74ToioUqsDgbvsExVxxwDsdTv4wi5n6CXJ,FxdwGQzdme1bumD8QTyyw8swcq5dcg5pkEWzGXNdMQ1Y,"9,569.021036",0.0009569%,"$9,775.55"
494,GCFjKNqHxZQ6UfGqw8RdjWCS3Wi3wgCY5HF9vbV36ARK,Daq9ARzE1jWzDtas7z4TBx3aKrhQESPrqJwe4VP19ssD,"9,533.465186",0.0009533%,"$9,739.22"
495,EP7LuotvrYCxLxj1bYnVoEmZbiCfp1bYaQcevVP4U8QP,FbQ6SyLGw7s5kmgAf2KszvqFs7nh5vLzwZQ7ADi3SYUv,"9,514.285718",0.0009514%,"$9,719.63"
496,2a3avMfMj5rdVoT4iHFhNE6DHnq3HF8YCukw2baftqeT,39ufK6UmKag5pgdYARKyHChP7KNJtvhYoAXpyrJ4Kt5D,"9,514.285717",0.0009514%,"$9,719.63"
497,6f3DmWPuri5ArBCA4Vi4hZNe3Ss8u41aGkdNtQRkPAFU,2xpfpQTgaCV8UoSaDV6HcjX8QLUFK9GgFaH7f49gZRQx,"9,510.835944",0.000951%,"$9,716.11"
498,BU6fbCJXwAM8R66L88ai8ngqueYdXtwrFCzeYGW6g9J4,HgTn4HKxbY8DqoMwtFmXgyaXHj6wx72Bqp53furb1GgA,"9,505.74874",0.0009505%,"$9,710.91"
499,ES3FbUtfWhtAtid35kdz4jPz2A1SZsPVsHERLfsGnk6v,969kPn2EW9bMPPmAcqS5j2zY8ZyvWzrfZJmriV9CtXBq,"9,478.389382",0.0009478%,"$9,682.96"
500,C5zbagLfJxmgXfaYKfDMTwFu3PXJwMHTw28KRDKTjyet,85nuY9SVwD8jN5XFwMsPVzY2sPduX6QkNFxukGCgAumV,"9,477.519571",0.0009477%,"$9,682.07"
501,8xZZb8t9V1Sy6SSsVjNmbFpbvsMFwUUR4vPFZeRizofw,GMJYGX25Bp3sbuvJSPGDVesY76cjg7psX9R7hmQgBPuQ,"9,469.887925",0.0009469%,"$9,674.27"
502,325Sdz8s2j9aSxBhimzrsenmQ4xHd95No649Pm9QXJcQ,7uQL5YYYxEBWJXiveTFwaMnvWSZe2zTxZ6vwzPmcgoJp,"9,459.140276",0.0009459%,"$9,663.29"
503,RB1B15wvstVtCojpkEgayAaatuKwg51uoNCu8G4WQpd,93YzW3rwUVB4WD2pL4oEfQdmsEdak11TT5LYnFSaTURV,"9,420.69131",0.000942%,"$9,624.02"
