,address,quantity,percetages,value
307,0x12ADF5561BfB80aC3cF15A5F2ce7129e5036Bd6d,"1,131,332,953,767.118165164",0.0011,"$19,617.31"
308,0x3652B7fDD264548167298B2c4D3354928C2D81C7,"1,129,932,879,709.619245118",0.0011,"$19,593.04"
309,0x3652B7fDD264548167298B2c4D3354928C2D81C7,"1,129,932,879,709.619245118",0.0011,"$19,593.04"
310,0xFF94A56631ECF89827ce5bc0F413FCfB915601fE,"1,125,662,426,744.897391864",0.0011,"$19,518.99"
311,0xFF94A56631ECF89827ce5bc0F413FCfB915601fE,"1,125,662,426,744.897391864",0.0011,"$19,518.99"
312,0x7fB11765E6BccfD2611b618399A53D5D3ACCEFa0,"1,121,764,283,098.237311589",0.0011,"$19,451.39"
313,0x7fB11765E6BccfD2611b618399A53D5D3ACCEFa0,"1,121,764,283,098.237311589",0.0011,"$19,451.39"
314,0x8531e30CF2Fa694619ab72bE6537bF90ebFB5A61,"1,114,178,005,704.266100544",0.0011,"$19,319.85"
315,0x8531e30CF2Fa694619ab72bE6537bF90ebFB5A61,"1,114,178,005,704.266100544",0.0011,"$19,319.85"
316,0xEA7C8F17e0c01DD7655e6aa2a7A35b53dc55e544,"1,113,124,355,716.400401306",0.0011,"$19,301.58"
317,0xEA7C8F17e0c01DD7655e6aa2a7A35b53dc55e544,"1,113,124,355,716.400401306",0.0011,"$19,301.58"
318,0x44BBd149E27c7160BfA3e9424158481eE4C888E9,"1,105,263,030,351.195042796",0.0011,"$19,165.26"
319,0x44BBd149E27c7160BfA3e9424158481eE4C888E9,"1,105,263,030,351.195042796",0.0011,"$19,165.26"
320,0xA746bEcd306dBd2Df93F5136b04AAAc4d02E5D57,"1,100,000,000,000",0.0011,"$19,074.00"
321,0xA746bEcd306dBd2Df93F5136b04AAAc4d02E5D57,"1,100,000,000,000",0.0011,"$19,074.00"
322,0x9f8A10861C47C07291CBFf9FFCb95D223aeA7ce9,"1,089,953,995,652.859640977",0.0011,"$18,899.80"
323,0x9f8A10861C47C07291CBFf9FFCb95D223aeA7ce9,"1,089,953,995,652.859640977",0.0011,"$18,899.80"
324,0xc9F16b6Cc9CaDb7B81E020b94E5ab72aCF6b9748,"1,081,360,125,071.135990384",0.0011,"$18,750.78"
325,0xc9F16b6Cc9CaDb7B81E020b94E5ab72aCF6b9748,"1,081,360,125,071.135990384",0.0011,"$18,750.78"
326,0x66ddB3DD2DFfE663B11754D0338d16840a2645B7,"1,075,065,984,670.553707193",0.0011,"$18,641.64"
327,0x66ddB3DD2DFfE663B11754D0338d16840a2645B7,"1,075,065,984,670.553707193",0.0011,"$18,641.64"
328,0x4E17D6dB0B58beAD280FBA7779Aec70EbC1b4042,"1,068,872,554,290.946645534",0.0011,"$18,534.25"
329,0x4E17D6dB0B58beAD280FBA7779Aec70EbC1b4042,"1,068,872,554,290.946645534",0.0011,"$18,534.25"
330,0xBe23Ef15CE79e725A2ce91c75440c5fB0801E055,"1,062,064,592,390.768907709",0.0011,"$18,416.20"
331,0xBe23Ef15CE79e725A2ce91c75440c5fB0801E055,"1,062,064,592,390.768907709",0.0011,"$18,416.20"
332,0x107260293B0EF0A1021EA66d9e479584a4Ac371f,"1,056,866,511,375.2011325",0.0011,"$18,326.07"
333,0x107260293B0EF0A1021EA66d9e479584a4Ac371f,"1,056,866,511,375.2011325",0.0011,"$18,326.07"
334,0xd97107064B8c7520aaE6c6e6CA75bb2aa73B670D,"1,047,855,601,499.09945972",0.0010,"$18,169.82"
335,0xd97107064B8c7520aaE6c6e6CA75bb2aa73B670D,"1,047,855,601,499.09945972",0.0010,"$18,169.82"
336,0x0EE5aC28683dC1e18eD730ff50c728272E38d7a9,"1,036,267,075,897.497883277",0.0010,"$17,968.87"
