,address,quantity,percetages
745,0xF6438cda6E95FE0F6c33Fc292214Fb9434eb3f6C,"85,938.356269035291277056",0.0086
746,0x702958150dE4a931b3e371985968cF34292Be0c8,"85,676.017077393732044114",0.0086
747,0x31755a82Fa5c33396CfF37969ca2FD368e140847,"85,671.847909180156380507",0.0086
748,0x58f06520c1B2990dA88F027D2BD57170546d9444,"85,574.590561693441000028",0.0086
749,0x9CE323Ab4E069DFa3b7e4aA7439dBE9582f16cd5,"85,511.758090143450860931",0.0086
750,0xc8Ff9B7339dfb0DdE8B942BBdCDFf636CEC70BB3,"85,487.468919985114365122",0.0085
751,0x549C3a39418CF595Aa01D92D8e1495B1E176D97C,"85,118.917043438312102905",0.0085
752,0x8F88931db58cc8b583Ccea8393cC79B0d63296b8,"84,572.058370376111100675",0.0085
753,0x6229021DC9afAd300E98Be92CfFd7D4F54d7CEcD,"84,203.67957629617388536",0.0084
754,0xAC3502155770D3802B92588fF4B6182d1cE759da,"83,998.837222472750873074",0.0084
755,0x843CbA3EB4Da9642Cd5B451C552f1036a21281ab,"83,856.46569063347321648",0.0084
756,0x866E016C0869CE3d5DdfcDAC40A90d25c393d9cD,"83,698",0.0084
757,0xcDA3915637EC1BaE9ae6c21b0940a783ea39893D,"83,370.185611688330702552",0.0083
758,0x94837609dcB859857994bF157A0cDcfA76410E21,"83,208.96789973751667349",0.0083
759,0xC5eb7ADfAeD2661769521C3C67204b26D8b0Fa1A,"83,194.576331428348979368",0.0083
760,0xc42C6F57bD3AbcFAE989B6F46D7b9a2d61C49c4E,"83,152.118163468789552254",0.0083
761,0x53a3864b23D2588D5Cd46cBe6E1609E3e0E1849B,"83,140.66461301353341712",0.0083
762,0x8cF971d93147EeAA59C1d289cE0649e3e88B5224,"82,950.629835596515418115",0.0083
763,0xd03d5EEA9c17Bb9A4E9bd616cF18048b0AB0f6d4,"82,681.44219188290571379",0.0083
764,0x59742B5860ed3F988B6DC1117e10F191EC8cB5d1,"82,584.607745944514134332",0.0083
765,0x0E502f8C57716215349C41383f8862365E9E1b38,"82,167.778090016600520195",0.0082
766,0x243fcDD25eabb9cfd735f7D9376C90EDde76121F,"82,123.47805966464424066",0.0082
767,0xBa32CA19AB9D6a390699748Ce8B599705aa6c310,"81,691.096155267258513679",0.0082
768,0x195443D6702564d50DA2fDF6Fd85Ae6a091715BF,"81,335.150742849064021514",0.0081
769,0x3D6fCBB3AE2252d04A4D951C0bea3C0ED539b7D4,"81,273.139749110698748443",0.0081
770,0x8A79F9bafb6f915989A8ff276e578273B6C7ED41,"80,885.562459301360457489",0.0081
771,0x405531f8fDfaD7f486c5283dcf4a79F972bD8d77,"80,652.6921333563803418",0.0081
772,0x4fe091BC3582B7A5788B6f1A7E22CF96f5c9dCba,"80,500",0.0081
773,0x07EC93e0FD6f70D0fCb4f2F8fa82782B11F09A57,"80,477.710739549254161717",0.0080
774,0x235dC740e5bcEbaB2B6d609678c6211d6A40998F,"80,436.744855959492483515",0.0080
775,0x3B19630aCCd177c305eb960FE600FC2a4b5455f7,"80,049",0.0080
776,0x21fe5Db7fE38D69B2A321896c10823FBe89D09f4,"80,000",0.0080
777,0x8cD1349E6F0b17DF8B176CD51D6D8A6d807F1612,"80,000",0.0080
778,0xCDE9D40b0BCbCB8653a604bf8fb15888F52e9134,"80,000",0.0080
779,0x2Eb2740eE8A415Ea93CC74E23b700dcf46A22e43,"79,778.986523460840130265",0.0080
780,0x77E73baCCF66045B977D70C29BC86038cDf3caD2,"79,720.98752346567057927",0.0080
781,0xa017ff045380BeEaE4FE580e7Dc31a5BD1f7341E,"79,231.163244542735361203",0.0079
782,0x6F850Efb0bcF9a401290597Dc0cC6853FF0A6615,"78,960.215758483928139571",0.0079
783,0x033c9e4Cc0808233ED91470A5dc73ad4c8E9306a,"78,892.545587675964541897",0.0079
784,0x2ca0fF70C1e40CCcaC1DbE42B6fDBB6333F33928,"78,376.687716966331221353",0.0078
785,0xA06770ecc3A7eE93D0Ba96Fc402bac96Be61d5F8,"78,256.684401990106605506",0.0078
786,0xeC9e67A52b64E12a0Ea9C7891158F66e3ab59847,"77,955.593871178416002817",0.0078
787,0x34aDC3C54E6783Cf945eB79ebc0A8B64d9131a56,"77,509.24577436126186744",0.0078
788,0x693ebbA3F915Ef5d0a20F577843E477C165a3266,"77,346.556472040616367392",0.0077
789,0x48D0cab2D85B0f6e902874aCa592dA08Cdf88200,"77,252.834475808000457137",0.0077
790,0xe7ADdF4522cca551031e7C2290C4ecDF9Ef1aFDf,"77,179.693034539865059172",0.0077
791,0x265632e9aE5F81455C119219C6a0BE4E5c606284,"77,045.648184890357763261",0.0077
792,0x4Cc3c6Eda70eb0E846162bE8106D2Eb8eCDd6D31,"76,997.141778237826664603",0.0077
793,0x4037247f47936B1D88FBAB38c0c45d2eAA289674,"76,765.038837769993352175",0.0077
794,0xe11793c40b6B242e33c5779c3ccec41357645205,"76,597.582680658063885552",0.0077
795,0xf2164bac632Ecb0EE24e6C30370D53dE92d3Fe4D,"76,527.705342423981984997",0.0077
796,0x521D8DA9a2d97C1A9732d667A9dcD9378C3796A6,"76,526.631079624630541643",0.0077
797,0x42746409Cf0D7C499e6Fd17241364dDcEEEA45a0,"76,406.327183962768841799",0.0076
798,0x4e5fd8F1d158463F9951Cb8e6895B684650fB9a1,"76,305.070116142486621246",0.0076
799,0x793cC88D5B0796D5471Ff22C665037F225116665,"76,202.146006111839604148",0.0076
800,0x733b73af72dDf7B4A20021e11988a26291f78F93,"75,664.901107990290886626",0.0076
801,0xDf1D421EBE130897690A342C5C06c8a90230444D,"75,626.582610880783120739",0.0076
802,0x351b7689cAb8022961a0bFcf68014ee7F60E0821,"75,567.78886288452240019",0.0076
803,0xf132A04Bd01e047A12D2799B051763770AD260d0,"75,380.1917374674043328",0.0075
804,0x5A44dF8603A1410B01277F19fE2b1E6DA5Fb6505,"75,073.403552307877979216",0.0075
805,0x1D9C370aF898E378ce943A0b367F3271ee8b3d5e,"75,037.864805863849125993",0.0075
806,0xB22beD2A637E27244422B7673328ac4d8e39cC7E,"74,811.608871385187576783",0.0075
807,0xD09Acfa374E43278e982612a01ec8194c950D996,"74,656.224160826433188684",0.0075
808,0xa14432567a3d6dF611Ca5935B6ce49C209dEf796,"74,496.529465521804882791",0.0074
809,0x8Bd2c05F76BF6AC3a12Cbe480725042e5e3faece,"74,334.226967118141",0.0074
810,0x35C70eF7381C0E5758F0d4650C4a4c332DbfcF2B,"74,237.168548993739542337",0.0074
811,0x15617aC1b37323b78e1Fe5Ab1250bA13Ff9a11CA,"74,136.573494464263794887",0.0074
812,0xE4EE8f3425F0e406664D082F2baEa2d1d7B18437,"73,932.752908131933820522",0.0074
813,0xd3d5A35617d96b8f8E09f7813349a57caf505951,"73,596.517589861184483305",0.0074
814,0xd5a1C52ce2EcFCB621755751547679F4756aABc2,"73,157.154680287349327571",0.0073
815,0xe0659FB4150ac00F78dF69da2665758B8E912369,"72,880.505366873094487355",0.0073
816,0x642cA5F44071e17f32E957C834BB62288712a990,"72,552.467315266409855065",0.0073
817,0x0F269186C70323b3c33d3d3c4890419fbAF80Da1,"72,538.670961176572536506",0.0073
818,0xC593E68AF915477ba5081b25Df63253Cd4e9B711,"72,524.072282519821797302",0.0073
819,0xdA2Fff4AC0448D88f1FB119e8B393C7efa4139af,"72,455.151853698692809842",0.0072
820,0xAceF7D0961344002fCCFE2F3fCc895fd528f6086,"72,152.460090403238328882",0.0072
821,0xC1f8FB85ddbD48Df438C939100731F625F83D4c3,"71,958.248164882236364606",0.0072
822,0x3830B0A64eEeB4c9b1a07CF963976F94FB971820,"71,935.152810674603165958",0.0072
823,0xeeF3b6d9A1F916Cd552bc692d76aEa101d07E706,"71,397.365997855771404735",0.0071
824,0x883d152893387F7E6035a3Ba033f7D80D02d5b2B,"71,267.309941374729959447",0.0071
825,0xB3dB8822F359Aee631d3c9976C2322Ad1572ff59,"71,220.893005603174342592",0.0071
826,0x9a0B326f1EeF00260BBE4c38f1D8007a9d651e5A,"71,160.156000125584934633",0.0071
827,0xb030D2c485f67C5348295049982b135b7A606B3c,"71,112.059282126374126752",0.0071
828,0x23470e2aF04246e3105201D229B5458b2BF338a6,"70,616.626524754500993213",0.0071
829,0x03D5C82356c7e4fa432e576D75B885E69593192a,"70,544.423264057556752317",0.0071
830,0xA259370Dee0d9141d45024D5E463CeCed9A8D097,"70,420.232244265849934904",0.0070
831,0x0D6CF243C547D5C2F794C46900a6Df79948Cd733,"70,240.333965869210896726",0.0070
832,0xAde086F566621F5B093258Fa469E9511e0adde51,"70,000",0.0070
833,0x3C7fF78E7F10Ce868ee4065F01B38efB4128a9F7,"69,999.565589462964182423",0.0070
834,0xBa90873d9D896ba94f02754F6a9a3764123bd9Ed,"69,827.624861865366555767",0.0070
835,0x9d0df716246d9ABD6f4aCeC6dF2104202d152126,"69,687.660650889145252755",0.0070
836,0xf6382AFCdAD3533f081D85d384441E8557bE12e4,"69,687.133162155668337184",0.0070
837,0x623F1940BFAEbFBd48Aa16Cce42956f8aD555054,"69,666.161150084026616355",0.0070
838,0x9d2e553e85053843bDef774400Ce4C68e8412Fa2,"69,526.039414860531708939",0.0070
839,0xdEbdCA1BFEc47A9495872c612353B5Dd7b0fa4D1,"69,429.25894755344660795",0.0069
840,0x8e753ac55Ad448Ac658CeeaA270e904EC985AaBd,"69,126.950536520994672358",0.0069
841,0xf555078c1Ec3AD86b34EbD928b54568A23918A75,"69,091.503075509487258439",0.0069
842,0x18D8aB939DE398D3DdBDD0cf96bBF6abbf9773F4,"68,945.268521306390424436",0.0069
843,0xFe104a57443841F831B069B3F61942f45551be92,"68,840.98978908777122327",0.0069
